published_at,decision,headline,source,urls,why_now,hook_suggested,cta_suggested
2025-09-25T03:09:26.398237+00:00,DROP,"Bolsonaro foi alertado de 'desvios, fraudes e irregularidades' no INSS durante transição, dizem peritos",www1.folha.uol.com.br,https://www1.folha.uol.com.br/mercado/2025/09/bolsonaro-foi-alertado-de-desvios-fraudes-e-irregularidades-no-inss-durante-transicao-dizem-peritos.shtml,relevância moderada,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T03:09:26.397937+00:00,DROP,"Reação popular à PEC da Blindagem surpreendeu centrão, dizem parlamentares",www1.folha.uol.com.br,https://www1.folha.uol.com.br/colunas/painel/2025/09/reacao-popular-a-pec-da-blindagem-surpreendeu-centrao-dizem-parlamentares.shtml,tendência em redes/trends,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T03:09:26.398012+00:00,DROP,Espanhola Rosa Montero estreia na CasaFolha; saiba como ver o curso de escrita criativa,www1.folha.uol.com.br,https://www1.folha.uol.com.br/poder/2025/09/espanhola-rosa-montero-estreia-na-casafolha-saiba-como-ver-o-curso-de-escrita-criativa.shtml,tendência em redes/trends,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T03:09:26.397825+00:00,DROP,Palmeiras derruba River e chega à sua quinta semifinal em seis Libertadores,www1.folha.uol.com.br,https://www1.folha.uol.com.br/esporte/2025/09/palmeiras-derruba-river-e-chega-a-sua-quinta-semifinal-em-seis-libertadores.shtml,relevância moderada,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T01:49:38+00:00,DROP,China's largest vehicle exporter Chery surges 11% in Hong Kong debut,cnbc.com,https://www.cnbc.com/2025/09/25/chinachinas-largest-vehicle-exporter-chery-surges-11percent-in-hong-kong-debut.html,tendência em redes/trends,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T00:30:17+00:00,DROP,Super Sete hoje: resultado do concurso 750 e números sorteados,g1.globo.com,https://g1.globo.com/loterias/super-sete/noticia/2025/09/24/super-sete-hoje-resultado-do-concurso-750-e-numeros-sorteados.ghtml,relevância moderada,Por que isso importa: resultado,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T03:09:26.397784+00:00,DROP,Palmeiras vence River Plate (3-1) e vai às semifinais da Libertadores,noticias.uol.com.br,https://noticias.uol.com.br/ultimas-noticias/afp/2025/09/24/palmeiras-vence-river-plate-3-1-e-vai-as-semifinais-da-libertadores-ercagaam.htm,relevância moderada,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T02:34:51+00:00,DROP,"Nvidia's investment in OpenAI will be in cash, and most will be used to lease Nvidia chips",cnbc.com,https://www.cnbc.com/2025/09/24/nvidia-openai-investment-in-cash-mostly-used-to-lease-nvidia-chips.html,relevância moderada,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-24T23:50:12+00:00,DROP,Youtuber é preso em flagrante após troca de tiros com policiais e fazer companheira e filho de escudo em Feira de Santana,g1.globo.com,https://g1.globo.com/ba/feira-de-santana-regiao/noticia/2025/09/24/homem-e-preso-em-flagrante-apos-troca-de-tiros-com-policiais.ghtml,tendência em redes/trends,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-24T23:26:55+00:00,DROP,Lei que autorizava enfermeiros a fazerem suturas simples é derrubada no Acre,g1.globo.com,https://g1.globo.com/ac/acre/noticia/2025/09/24/lei-que-autorizava-enfermeiros-a-fazerem-suturas-simples-e-derrubada-no-acre.ghtml,relevância moderada,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T00:26:52+00:00,DROP,Trump diz que Serviço Secreto investiga “sabotagem” da escada rolante na ONU,infomoney.com.br,https://www.infomoney.com.br/mundo/trump-diz-que-servico-secreto-investiga-sabotagem-da-escada-rolante-na-onu/,tendência em redes/trends; fonte de alta autoridade,Por que isso importa: sec,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-24T23:37:03+00:00,DROP,"Mutirão 'Viva Unido' leva serviços gratuitos e atividades culturais nesta sexta ao Jabaquara, na Zona Sul de SP",g1.globo.com,https://g1.globo.com/sp/sao-paulo/noticia/2025/09/24/mutirao-viva-unido-leva-servicos-gratuitos-e-atividades-culturais-nesta-sexta-ao-jabaquara-na-zona-sul-de-sp.ghtml,tendência em redes/trends,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T00:35:29+00:00,DROP,Lotomania hoje: resultado do concurso 2827 e números sorteados,g1.globo.com,https://g1.globo.com/loterias/lotomania/noticia/2025/09/24/lotomania-hoje-resultado-do-concurso-2827-e-numeros-sorteados.ghtml,relevância moderada,Por que isso importa: resultado,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-24T23:12:58+00:00,DROP,Cadeirante não consegue embarcar em plataforma elevatória de ônibus em Mogi das Cruzes,g1.globo.com,https://g1.globo.com/sp/mogi-das-cruzes-suzano/noticia/2025/09/24/cadeirante-nao-consegue-embarcar-em-plataforma-elevatoria-de-onibus-em-mogi-das-cruzes.ghtml,tendência em redes/trends,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T03:04:43+00:00,DROP,"U.S. expands tariff dragnet to masks, syringes and robotics in sweeping import probe",cnbc.com,https://www.cnbc.com/2025/09/25/trump-tariff-threat-looms-over-robotics-and-medical-devices-section232-import-investigation.html,relevância moderada,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-24T22:53:07+00:00,DROP,Varejo cresce 14% na Semana do Cliente e tecnologia lidera compras no fim de ano,infomoney.com.br,https://www.infomoney.com.br/minhas-financas/varejo-cresce-14-na-semana-do-cliente-e-tecnologia-lidera-compras-no-fim-de-ano/,tendência em redes/trends; fonte de alta autoridade,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-24T22:59:40+00:00,DROP,Haddad defende governo e diz que vai recorrer após TCU alertar sobre irregularidade na busca da meta fiscal,g1.globo.com,https://g1.globo.com/economia/noticia/2025/09/24/haddad-defende-governo-e-diz-que-vai-recorrer-apos-tcu-apontar-manobra-para-meta-fiscal.ghtml,relevância moderada,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T03:09:26.398126+00:00,DROP,Menos alunos saem do ensino médio com aprendizado adequado em português e matemática,www1.folha.uol.com.br,https://www1.folha.uol.com.br/educacao/2025/09/menos-alunos-saem-do-ensino-medio-com-aprendizado-adequado-em-portugues-e-matematica.shtml,relevância moderada,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T02:34:32+00:00,DROP,Asia-Pacific markets trade mixed as investors sell tech names on Wall Street,cnbc.com,https://www.cnbc.com/2025/09/25/asia-markets.html,relevância moderada,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T00:14:45+00:00,DROP,Réveillon de Fortaleza: Prefeitura anuncia dois dias de festa no Aterro da Praia de Iracema e em outros polos,g1.globo.com,https://g1.globo.com/ce/ceara/noticia/2025/09/24/reveillon-de-fortaleza-prefeitura-anuncia-dois-dias-de-festa-no-aterro-da-praia-de-iracema-e-em-outros-polos.ghtml,tendência em redes/trends,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-24T23:01:05+00:00,DROP,"Delegado do Demacro sofre tentativa de assalto e atira contra criminoso em Pinheiros, na Zona Oeste de SP",g1.globo.com,https://g1.globo.com/sp/sao-paulo/noticia/2025/09/24/delegado-do-demacro-sofre-tentativa-de-assalto-e-atira-contra-criminoso-em-pinheiros-na-zona-oeste.ghtml,alto alinhamento com a marca,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T03:09:26.397862+00:00,DROP,Flamengo visita Estudiantes por vaga nas semifinais da Libertadores,noticias.uol.com.br,https://noticias.uol.com.br/ultimas-noticias/afp/2025/09/24/flamengo-visita-estudiantes-por-vaga-nas-semifinais-da-libertadores.htm,relevância moderada,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-24T22:52:09+00:00,DROP,"Trump claims ‘sabotage’ at U.N. from escalator, teleprompter and mic",cnbc.com,https://www.cnbc.com/2025/09/24/trump-sabotage-un-escalator-teleprompter-mic.html,tendência em redes/trends,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T00:30:22+00:00,DROP,+Milionária hoje: resultado do concurso 288 e números sorteados,g1.globo.com,https://g1.globo.com/loterias/milionaria/noticia/2025/09/24/milionaria-hoje-resultado-do-concurso-288-e-numeros-sorteados.ghtml,relevância moderada,Por que isso importa: resultado,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T03:09:26.398201+00:00,DROP,Quase 20% dos professores do ensino infantil não têm ensino superior completo,www1.folha.uol.com.br,https://www1.folha.uol.com.br/educacao/2025/09/quase-20-dos-professores-do-ensino-infantil-nao-tem-ensino-superior-completo.shtml,relevância moderada,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T03:09:26.397737+00:00,DROP,Governo Trump troca foto de Biden por caneta automática na Casa Branca; veja vídeo,www1.folha.uol.com.br,https://www1.folha.uol.com.br/mundo/2025/09/governo-trump-troca-foto-de-biden-por-caneta-automatica-na-casa-branca-veja-video.shtml,relevância moderada,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-24T22:31:43+00:00,DROP,É #FAKE que presidente de El Salvador disse ter acordo com EUA para prender Maduro; entrevista de Bukele foi manipulada com IA,g1.globo.com,https://g1.globo.com/fato-ou-fake/noticia/2025/09/24/e-fake-que-presidente-de-el-salvador-disse-ter-acordo-com-eua-para-prender-maduro-entrevista-de-bukele-foi-manipulada-com-ia.ghtml,tendência em redes/trends,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-24T22:17:26+00:00,DROP,MP do Tarifaço: Senado adia para semana que vem votação de destaques de projeto,infomoney.com.br,https://www.infomoney.com.br/mercados/mp-do-tarifaco-senado-adia-para-semana-que-vem-votacao-de-destaques-de-projeto/,tendência em redes/trends; fonte de alta autoridade,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-24T22:30:47+00:00,DROP,Loteria Federal hoje: resultado do concurso 6003 e números sorteados,g1.globo.com,https://g1.globo.com/loterias/loteria-federal/noticia/2025/09/24/loteria-federal-hoje-resultado-do-concurso-6003-e-numeros-sorteados.ghtml,relevância moderada,Por que isso importa: fed resultado,Fale com a Angular para entender impactos no seu plano patrimonial.
2025-09-25T03:09:26.398165+00:00,DROP,Editor de Política mostra em livro como Folha atuou nos anos Bolsonaro,www1.folha.uol.com.br,https://www1.folha.uol.com.br/poder/2025/09/editor-de-politica-mostra-em-livro-como-folha-atuou-nos-anos-bolsonaro.shtml,relevância moderada,Por que isso importa: impacto potencial na carteira e no planejamento.,Fale com a Angular para entender impactos no seu plano patrimonial.
