cluster_id,freshness,authority,social_velocity,engagement,sentiment,brand_fit,novelty,risk_penalty,total,decision
572cea8fa774ddea15e98d15c9c5183e,0.6687,0.6,0.3925,0.2148,0.7315,0.0,0.0,0.85,29.69,DROP
4d44dda5bc01f9b94d86f3d139b03956,0.5842,0.6,0.3608,0.2391,0.8679,0.0,0.0,0.85,29.15,DROP
5c9f81a594531db65b727edd48ef030b,0.6676,0.6,0.4338,0.1009,0.6016,0.0,0.0,0.85,28.46,DROP
3af273019b3e88ba6039e00844cb9bef,0.5655,0.6,0.1988,0.3787,0.9756,0.0,0.0,0.85,28.3,DROP
c7c84eae88e6d974aeee34bacc6db015,0.7637,0.6,0.2051,0.2777,0.6328,0.0,0.0,0.85,28.04,DROP
8d4b4106c2d0f5dfd6749953e975592f,0.7116,0.6,0.1072,0.184,0.8478,0.0,0.0,0.85,26.7,DROP
18321d520ad6239b8e1e549cc10263bd,0.5536,0.6,0.085,0.3275,0.628,0.0,0.0,0.85,26.63,DROP
941cbe346fa3decbfe830a35e15f9f27,0.5275,0.6,0.208,0.4583,0.7206,0.0,0.0,0.85,26.55,DROP
700067bff686d4793f986add017471d4,0.5327,0.6,0.0143,0.3509,0.6731,0.0,0.0,0.85,25.65,DROP
40c627686bddb9817937686932979f9e,0.6091,0.6,0.3026,0.0579,0.7413,0.0,0.0,0.85,25.15,DROP
f261e3dc50b9f154f14760d635197192,0.8605,0.6,0.0228,0.0113,0.6672,0.0,0.0,0.85,25.02,DROP
0cb761b43b488fb2531a738d25ae8366,0.5138,0.6,0.0875,0.2278,0.9139,0.0,0.0,0.85,24.27,DROP
46ed858d39955baa9bd860ddc3eeac8f,0.5267,0.6,0.0804,0.2702,0.7095,0.0,0.0,0.85,23.14,DROP
d22c0e9198096bf43c3d44e85605ecaf,0.5241,0.6,0.5356,0.0151,0.8567,0.0,0.0,0.85,21.17,DROP
07f498f6082531c6b69e19f77dcf3d6e,0.53,0.6,0.0133,0.0775,0.7121,0.0,0.0,0.85,19.82,DROP
