cluster_id,volume_twitter,engagement_twitter,velocity_fused,sentiment_mean,sentiment_var,trends_interest,trends_velocity,trends_topics,sample_users
6cba86494233a7e2fd1d5b756c536e72,51,0.2698,0.3129,0.0773,0.1,0.0,0.0,,
3af273019b3e88ba6039e00844cb9bef,16,0.3787,0.1988,-0.0244,0.1,0.0,0.0,,
16d53e797cdaf4698ada550c09512c6a,70,0.2704,0.2947,-0.1685,0.1,0.0,0.0,,
2fca4fa0a0b2d7e69985dd7d178bb098,37,0.2801,0.6903,-0.154,0.1,0.0,0.0,,
07a3e2f75c2267ea9de46315c60f9e73,95,0.2389,0.4846,-0.0551,0.1,0.0,0.0,,
18321d520ad6239b8e1e549cc10263bd,4,0.3275,0.085,0.372,0.1,0.0,0.0,,
3a8ed6077bebe6a59e19b285cc6fc46d,55,0.2113,0.0024,-0.2945,0.1,0.0,0.0,,
58289f26f4d9b048c4e3a043c1093ee9,40,0.274,0.4595,-0.0446,0.1,0.0,0.0,,
482476d6e782f1908fd5796fe18a60ce,30,0.4922,0.6103,-0.1993,0.1,0.0,0.0,,
7543d40a7245053c3b4d9bea4b320c2b,78,0.4334,0.3243,-0.3074,0.1,0.0,0.0,,
700067bff686d4793f986add017471d4,41,0.3509,0.0143,-0.3269,0.1,0.0,0.0,,
07f498f6082531c6b69e19f77dcf3d6e,115,0.0775,0.0133,0.2879,0.1,0.0,0.0,,
941cbe346fa3decbfe830a35e15f9f27,88,0.4583,0.208,-0.2794,0.1,0.0,0.0,,
46ed858d39955baa9bd860ddc3eeac8f,105,0.2702,0.0804,0.2905,0.1,0.0,0.0,,
d22c0e9198096bf43c3d44e85605ecaf,48,0.0151,0.5356,-0.1433,0.1,0.0,0.0,,
39020e78744e75065a43f335d7400d14,91,0.2273,0.3433,0.3358,0.1,0.0,0.0,,
0cb761b43b488fb2531a738d25ae8366,6,0.2278,0.0875,0.0861,0.1,0.0,0.0,,
f13b503913d3ad4258cbe6a7826a4c01,87,0.0184,0.3183,0.1097,0.1,0.0,0.0,,
5d315bb79369d5111132f9e5156c63a1,57,0.4211,0.5146,-0.1381,0.1,0.0,0.0,,
f3cf4478c67d00d94556268e0c83dcd8,21,0.1497,0.3488,-0.1673,0.1,0.0,0.0,,
538f3d6043b38455c1814a4f3986c0b9,31,0.3139,0.2847,-0.0023,0.1,0.0,0.0,,
243aae367195cfe58d09005ecb184fe4,20,0.1966,0.4419,-0.395,0.1,0.0,0.0,,
6ad29617271a8f7fd52d8529dd0a61de,9,0.2303,0.1091,0.21,0.1,0.0,0.0,,
a7ebeb026e8b2f4380d5b838e568d91d,77,0.4737,0.1152,-0.3786,0.1,0.0,0.0,,
bacbc73ab18f0ac5103c96fb6800a10d,85,0.4197,0.0861,0.2719,0.1,0.0,0.0,,
88f8cfcfc8e1d4d1a7ac0b66dd335ad8,70,0.1722,0.3469,0.3494,0.1,0.0,0.0,,
4625fd4a13be55fe2c40b2fb835ddecb,46,0.1176,0.1589,0.1904,0.1,0.0,0.0,,
fb3adba78eeb69aa491d2adae3b43047,80,0.2049,0.1305,0.1352,0.1,0.0,0.0,,
58087fc006feedd3e363040342a45e4d,80,0.2834,0.1381,0.0629,0.1,0.0,0.0,,
5320e1c4c5c9745f2a0fae4976e481ac,6,0.2682,0.2121,0.3438,0.1,0.0,0.0,,
6ca16f6f114737146603cdacb25a04be,96,0.157,0.0595,-0.2146,0.1,0.0,0.0,,
a29e4035e883cb898a739d9d64fe20c3,60,0.2851,0.4095,0.0172,0.1,0.0,0.0,,
915832511e7b422bc1c00c9d3d225ccc,96,0.0089,0.5224,0.1442,0.1,0.0,0.0,,
7e4fa4b01f3caf1a4191f2a73b2cbf9d,2,0.2836,0.6395,0.0671,0.1,0.0,0.0,,
688b3e39399839f87ea457bbc8d7486d,15,0.4754,0.2361,-0.078,0.1,0.0,0.0,,
43818eb0c6d7ba1069726312cbc55d7a,102,0.2649,0.63,0.294,0.1,0.0,0.0,,
a461a2fa41793580d91a245635b6bde7,98,0.1959,0.4367,0.3886,0.1,0.0,0.0,,
80dc5f799cb18138249aa1af3ca00137,9,0.4084,0.1813,0.1148,0.1,0.0,0.0,,
e55863d6c88fb054415c223ed73866d6,72,0.2355,0.3478,-0.2807,0.1,0.0,0.0,,
