cluster_id,freshness,authority,social_velocity,engagement,sentiment,brand_fit,novelty,risk_penalty,total,decision
a29e4035e883cb898a739d9d64fe20c3,0.985,0.6,0.2807,0.1016,0.8928,0.0,0.0,0.85,37.62,DROP
58087fc006feedd3e363040342a45e4d,0.985,0.6,0.4162,0.0226,0.6707,0.0,0.0,0.85,37.36,DROP
d7f4e59f605278228aee9dff1b124024,0.9344,0.6,0.4592,0.4314,0.8364,0.0,0.0,0.85,37.06,DROP
259b675d57dc8502a3649d059feb930b,0.4687,0.88,0.5409,0.135,0.8597,0.0,0.0,0.85,36.84,DROP
f3cf4478c67d00d94556268e0c83dcd8,0.985,0.6,0.2448,0.1701,0.7772,0.0,0.0,0.85,36.61,DROP
7c4d8c8795b828941dfc9aba49bd50e7,0.3988,0.9,0.5108,0.2634,0.8707,0.0,0.0,0.85,36.58,DROP
1c087e4fe04d57f4f23d09666a00d4b7,0.5507,0.6,0.4296,0.0503,0.8517,0.75,0.0,0.85,36.56,DROP
3d1a3e3c7512de438fe96703929e6d5f,0.6241,0.6,0.0566,0.4122,0.6408,0.65,0.0,0.85,36.46,DROP
2fca4fa0a0b2d7e69985dd7d178bb098,0.5346,0.6,0.6319,0.2825,0.7563,0.0,0.0,0.85,36.31,DROP
3a9d089a0053a76de8beb0ff77d96b3c,0.6157,0.6,0.108,0.0683,0.8566,0.65,0.0,0.85,36.1,DROP
65a38cdf639da22f3042d901f1c42bbc,0.2218,0.88,0.6026,0.239,0.9892,0.0,0.0,0.85,35.67,DROP
700067bff686d4793f986add017471d4,0.51,0.6,0.5492,0.2902,0.8724,0.0,0.0,0.85,35.54,DROP
6ca16f6f114737146603cdacb25a04be,0.985,0.6,0.0188,0.4134,0.829,0.0,0.0,0.85,35.27,DROP
45385eeb23908dacc64c493243ed88a3,0.47,0.9,0.3246,0.4342,0.748,0.0,0.0,0.85,35.03,DROP
4625fd4a13be55fe2c40b2fb835ddecb,0.985,0.6,0.261,0.0156,0.6557,0.0,0.0,0.85,34.54,DROP
6ad29617271a8f7fd52d8529dd0a61de,0.985,0.6,0.1084,0.0244,0.9367,0.0,0.0,0.85,34.41,DROP
7987a4a1109582a7ec0fbff00105bf80,0.1884,0.88,0.5747,0.265,0.9239,0.0,0.0,0.85,34.3,DROP
3a8ed6077bebe6a59e19b285cc6fc46d,0.524,0.6,0.0324,0.2096,0.6689,0.75,0.0,0.85,34.14,DROP
7bacf6dabeb8f219756c6ff687564c20,0.2463,0.88,0.5924,0.141,0.8496,0.0,0.0,0.85,33.9,DROP
cfdf7270943cd3b839853d9904a2a87a,0.5896,0.6,0.1944,0.2063,0.7256,0.75,0.0,0.85,33.85,DROP
482476d6e782f1908fd5796fe18a60ce,0.5209,0.6,0.6014,0.1538,0.6808,0.0,0.0,0.85,33.82,DROP
5320e1c4c5c9745f2a0fae4976e481ac,0.985,0.6,0.1005,0.1012,0.7801,0.0,0.0,0.85,33.59,DROP
57a72530a68c8363392911e12385bde7,0.4248,0.9,0.1401,0.4961,0.9745,0.0,0.0,0.85,33.58,DROP
f404fce96d066ee978b90b8a8fc86867,0.3369,0.88,0.4809,0.0566,0.9231,0.0,0.0,0.85,33.45,DROP
84bccbbc2668fea2b6a583f218083a10,0.4652,0.6,0.0817,0.4177,0.9096,0.75,0.0,0.85,33.26,DROP
0e41a1976b79468711f7dad73a427487,0.3066,0.88,0.3643,0.4894,0.7581,0.0,0.0,0.85,33.23,DROP
688b3e39399839f87ea457bbc8d7486d,0.4937,0.88,0.3272,0.213,0.7229,0.0,0.0,0.85,33.13,DROP
3af273019b3e88ba6039e00844cb9bef,0.5414,0.6,0.6502,0.409,0.7353,0.0,0.0,0.85,33.12,DROP
225c2b3d98695caf7ff36c66e4fdbbc2,0.1106,0.88,0.0925,0.0215,0.9848,0.75,0.0,0.85,32.79,DROP
572cea8fa774ddea15e98d15c9c5183e,0.6402,0.6,0.6237,0.1221,0.8139,0.0,0.0,0.85,32.64,DROP
feea7868dfd4581ab85dcd309cf30add,0.4256,0.9,0.3286,0.0208,0.9571,0.0,0.0,0.85,32.61,DROP
f13b503913d3ad4258cbe6a7826a4c01,0.4897,0.6,0.2187,0.0699,0.9945,0.65,0.0,0.85,32.58,DROP
cf1e2e6e5625acd518657157cdef7430,0.0648,0.88,0.0902,0.1338,0.9258,0.75,0.0,0.85,32.43,DROP
421a84e949dd9cbbb4fcab1a68961246,0.2006,0.88,0.6556,0.1142,0.6611,0.0,0.0,0.85,32.37,DROP
c7c84eae88e6d974aeee34bacc6db015,0.7311,0.6,0.4166,0.1228,0.9862,0.0,0.0,0.85,32.2,DROP
9dbfeb9903136382beeafad4ea7d6891,0.935,0.6,0.1507,0.0065,0.6993,0.0,0.0,0.85,32.11,DROP
38411e5adb1eccf7492e8f57ff0ca25a,0.3457,0.88,0.4138,0.2284,0.6961,0.0,0.0,0.85,31.99,DROP
04605c2bb89173a1f9325e45419eeb74,0.6189,0.6,0.2095,0.2996,0.8945,0.0,0.0,0.85,31.88,DROP
d9e616ef8b0bbc2560713169bb609f94,0.5529,0.6,0.264,0.3134,0.8927,0.0,0.0,0.85,31.79,DROP
a040b49a841ba8e25af363d08df4b8e5,0.9337,0.6,0.1933,0.4622,0.6046,0.0,0.0,0.85,31.57,DROP
4c3d3bb7790c6351243622808da14274,0.9389,0.6,0.2547,0.2666,0.6646,0.0,0.0,0.85,31.55,DROP
d3f0a861494d67a4ad51c5b393d78d54,0.486,0.6,0.6352,0.3195,0.7309,0.0,0.0,0.85,31.36,DROP
6c7b6d07db5fbfe65c1eda8f365155a5,0.2269,0.6,0.663,0.1298,0.8762,0.0,0.0,0.85,31.33,DROP
38def6d4f8ae0c4bd547f628926f79ca,0.351,0.6,0.6838,0.0047,0.7086,0.0,0.0,0.85,31.3,DROP
c058e8624243a7e4389b8efeaf1dc717,0.6712,0.6,0.3971,0.0172,0.9236,0.75,0.0,0.85,31.23,DROP
354f36f937a4e97fad9441673e2bce21,0.4078,0.9,0.3039,0.1717,0.7173,0.0,0.0,0.85,31.13,DROP
d36e22d4d6de6bf5fe6fdd477f1ba6da,0.4665,0.6,0.6975,0.1194,0.8086,0.0,0.0,0.85,31.09,DROP
5228a19a57a7d72a3f3db57594a5595b,0.578,0.6,0.151,0.4854,0.7923,0.0,0.0,0.85,30.9,DROP
46ed858d39955baa9bd860ddc3eeac8f,0.5042,0.6,0.5471,0.2076,0.8906,0.0,0.0,0.85,30.67,DROP
971be0c6d18a3b5a5d12fb5d5ecdc00f,0.4631,0.88,0.3468,0.0282,0.6229,0.0,0.0,0.85,30.52,DROP
336a6d200aba3d6b329432ff461c9a9b,0.1053,0.6,0.1512,0.3527,0.6667,0.75,0.0,0.85,30.24,DROP
39020e78744e75065a43f335d7400d14,0.4966,0.6,0.0222,0.2911,0.6831,0.75,0.0,0.85,30.2,DROP
42e3d339ef10c40962b3cac13b6776d7,0.2337,0.88,0.3442,0.4381,0.6213,0.0,0.0,0.85,30.05,DROP
242a710ff6504b6fbb242d9075db267c,0.4275,0.6,0.5855,0.1302,0.9616,0.0,0.0,0.85,30.05,DROP
75a598fe04fa0f4e472051e09671bf79,0.2828,0.6,0.034,0.2186,0.6513,0.75,0.0,0.85,29.99,DROP
8d4b4106c2d0f5dfd6749953e975592f,0.6812,0.6,0.4591,0.0335,0.7945,0.0,0.0,0.85,29.98,DROP
5c9f81a594531db65b727edd48ef030b,0.6391,0.6,0.3081,0.4624,0.6801,0.0,0.0,0.85,29.45,DROP
39e09aa816cdb6d12094b16ec9a989e1,0.4572,0.6,0.4718,0.2412,0.9334,0.0,0.0,0.85,29.42,DROP
167e405fe2c92f118255529aa98ddefe,0.2422,0.88,0.2805,0.3663,0.707,0.0,0.0,0.85,29.23,DROP
40c627686bddb9817937686932979f9e,0.5831,0.6,0.5228,0.1837,0.7653,0.0,0.0,0.85,28.99,DROP
4d44dda5bc01f9b94d86f3d139b03956,0.5592,0.6,0.4243,0.1027,0.9016,0.0,0.0,0.85,28.96,DROP
fdfc312229153b6f6ab9590a18088a3a,0.4417,0.6,0.5373,0.0444,0.963,0.0,0.0,0.85,28.91,DROP
8dc0f45132ab1588c8b39088f2ab1700,0.6098,0.9,0.0598,0.0798,0.6128,0.0,0.0,0.85,28.75,DROP
941cbe346fa3decbfe830a35e15f9f27,0.5049,0.6,0.4355,0.2411,0.819,0.0,0.0,0.85,28.73,DROP
3d0af0599f00359dc547922e5597efcd,0.4511,0.6,0.5389,0.1723,0.7858,0.0,0.0,0.85,28.71,DROP
5e4928fea37f5d0db93dd07cf01f16d4,0.4686,0.6,0.5978,0.0746,0.6805,0.0,0.0,0.85,28.33,DROP
be018572d7cb0387e39b9eba085fb7b3,0.2269,0.88,0.2521,0.3422,0.7095,0.0,0.0,0.85,28.3,DROP
8cdd62d8774b0ed26ddc3156dd3fbbae,0.4541,0.6,0.3911,0.3995,0.7904,0.0,0.0,0.85,28.28,DROP
f261e3dc50b9f154f14760d635197192,0.8238,0.6,0.1515,0.0318,0.8943,0.0,0.0,0.85,28.25,DROP
0d63ae4dcfe9ba9d4e6496586bde3047,0.4811,0.6,0.5746,0.1246,0.6267,0.0,0.0,0.85,28.15,DROP
fa3f16cbe5f69fa9e84a2af62e59b483,0.4251,0.6,0.5033,0.2914,0.6967,0.0,0.0,0.85,28.01,DROP
c5121ba7b85d7b6bea3d1defdad0e006,0.7545,0.6,0.1322,0.2668,0.789,0.0,0.0,0.85,27.89,DROP
0f98548098394eb07943cf59aab49f1c,0.4243,0.6,0.3996,0.1803,0.9797,0.0,0.0,0.85,27.73,DROP
f29947b43375f8166e12fb0767a4e53c,0.2431,0.88,0.0968,0.4907,0.7487,0.0,0.0,0.85,27.53,DROP
97bbdb77988154e444c74ee40ad422b4,0.4595,0.6,0.2474,0.3566,0.9968,0.0,0.0,0.85,27.43,DROP
76a60e49ffa2167bc796b11925d39765,0.4487,0.6,0.4425,0.0613,0.8846,0.0,0.0,0.85,27.14,DROP
dbdc4b80f2559c9ce0697587fe8a71af,0.4207,0.9,0.0757,0.0884,0.7429,0.0,0.0,0.85,26.98,DROP
b6ec9f919fe03969e959280872caf550,0.0734,0.88,0.3516,0.2077,0.7852,0.0,0.0,0.85,26.88,DROP
d6e6cee7e820b62b777abe45d41c5ecd,0.4239,0.6,0.2974,0.3268,0.9235,0.0,0.0,0.85,26.87,DROP
e075c2b0f8be6ec0e2f4e39cf66b9940,0.4488,0.6,0.365,0.3113,0.7466,0.0,0.0,0.85,26.82,DROP
162d0a51e7d1767211b472a45ffc500e,0.4128,0.6,0.2967,0.0305,0.7943,0.0,0.0,0.85,26.72,DROP
5d315bb79369d5111132f9e5156c63a1,0.4978,0.6,0.0763,0.1313,0.9611,0.0,0.0,0.85,26.69,DROP
8df84cfa4f93c2fc1b6bf6164ae0d413,0.1263,0.88,0.3966,0.0683,0.6809,0.0,0.0,0.85,26.48,DROP
88013aab2a80138525689af707b11e93,0.443,0.6,0.3842,0.1019,0.8585,0.0,0.0,0.85,26.29,DROP
511ab068bcb13030996f0183b966444d,0.462,0.6,0.3237,0.3308,0.6948,0.0,0.0,0.85,26.16,DROP
153ec577043af2abbb9d790e6dfb64b1,0.4429,0.6,0.0682,0.495,0.625,0.0,0.0,0.85,25.86,DROP
54a4aa9ead82a996736d7915dc4beff1,0.5529,0.6,0.0944,0.0621,0.746,0.0,0.0,0.85,25.52,DROP
23127a42dc51cd5c6d4c620ae0de1d6c,0.1668,0.6,0.329,0.1423,0.9503,0.0,0.0,0.85,25.37,DROP
babfa3911c6f2512b5797a686d92e77a,0.2324,0.88,0.0804,0.3947,0.6276,0.0,0.0,0.85,25.23,DROP
b7204817fcc23376f3019307cf0f9fbd,0.2232,0.88,0.2812,0.0025,0.6131,0.0,0.0,0.85,25.03,DROP
0547e2e8f79d8aa7ca59cb85d1f6870c,0.0421,0.6,0.2733,0.4564,0.9276,0.0,0.0,0.85,24.78,DROP
bd2436eac04b817bedcad85b36597869,0.4374,0.6,0.1924,0.1575,0.9662,0.0,0.0,0.85,24.56,DROP
62a69218c166ecc8f4f9aa8243516f1e,0.4266,0.6,0.3167,0.2777,0.6013,0.0,0.0,0.85,24.43,DROP
c88f886ba1fae46e51dc26488663c075,0.4785,0.6,0.1416,0.4143,0.7058,0.0,0.0,0.85,24.39,DROP
6b295dec62ecaf26f79aa6c6529a949e,0.4781,0.6,0.1233,0.0118,0.985,0.9,0.0,0.85,24.21,DROP
07f498f6082531c6b69e19f77dcf3d6e,0.5074,0.6,0.1139,0.3052,0.9257,0.0,0.0,0.85,24.09,DROP
58289f26f4d9b048c4e3a043c1093ee9,0.5211,0.6,0.2367,0.071,0.7102,0.0,0.0,0.85,23.91,DROP
0cb761b43b488fb2531a738d25ae8366,0.4918,0.6,0.1879,0.2382,0.6761,0.0,0.0,0.85,23.74,DROP
d8ada3dbc01e0c1e0317dca938ec2c13,0.44,0.6,0.2539,0.1095,0.7734,0.0,0.0,0.85,23.72,DROP
39133d336975eb757ddf0d3ebe765d10,0.4621,0.6,0.1637,0.2732,0.7237,0.0,0.0,0.85,23.55,DROP
18321d520ad6239b8e1e549cc10263bd,0.53,0.6,0.0222,0.0964,0.6175,0.0,0.0,0.85,23.1,DROP
7fbc666623af2d61fc8fc18b6364d3b7,0.4366,0.6,0.1612,0.1626,0.8123,0.0,0.0,0.85,22.97,DROP
b936d9979f03d17325eb51dcbc55b77d,0.1725,0.88,0.0051,0.2552,0.7505,0.0,0.0,0.85,22.79,DROP
0e389845e8b48b86fda64cc1a7e17ae4,0.9408,0.6,0.0245,0.4892,0.8341,0.0,0.0,0.85,22.6,DROP
50f1c8c7834b47983540c2f2e2147430,0.1652,0.88,0.1019,0.0204,0.7094,0.0,0.0,0.85,21.96,DROP
81a8928ea497649862e8ade2f42a65b5,0.4377,0.6,0.0983,0.2402,0.6847,0.0,0.0,0.85,21.67,DROP
8df385533909497f247163efaf71a47d,0.4437,0.6,0.1429,0.0015,0.7947,0.0,0.0,0.85,21.46,DROP
0a104701309bb1091e3054f3616bd880,0.0494,0.6,0.1691,0.3817,0.6697,0.0,0.0,0.85,20.3,DROP
73c9d9062aa93c437d41943fd108b3d7,0.1107,0.6,0.3747,0.178,0.7723,0.0,0.0,0.85,20.14,DROP
d22c0e9198096bf43c3d44e85605ecaf,0.5017,0.6,0.2251,0.349,0.6894,0.0,0.0,0.85,18.45,DROP
e00cf5985f9843181b59cfd26d1a7d00,0.1259,0.88,0.0079,0.1686,0.6886,0.0,0.0,0.85,18.29,DROP
