cluster_id,volume_twitter,engagement_twitter,velocity_fused,sentiment_mean,sentiment_var,trends_interest,trends_velocity,trends_topics,sample_users
fa3f16cbe5f69fa9e84a2af62e59b483,0,0.2748,0.555,-0.3157,0.1,0.0,0.0,,
0f98548098394eb07943cf59aab49f1c,34,0.2742,0.5125,-0.1007,0.1,0.0,0.0,,
d6e6cee7e820b62b777abe45d41c5ecd,65,0.0955,0.1457,0.1063,0.1,0.0,0.0,,
e0ac5547ce06aa93d5e1e4c936966739,33,0.4286,0.4174,-0.0121,0.1,0.0,0.0,,
0294a7ed1adf32db20a974490049fa69,90,0.1744,0.072,0.293,0.1,0.0,0.0,,
f2b6d9d36c8969675ba1b8f12fa53744,107,0.0246,0.3578,0.1196,0.1,0.0,0.0,,
6e812ec44b6c1edc3008cf0fd09f14f7,8,0.0816,0.2558,-0.1598,0.1,0.0,0.0,,
0af43b5088ee4cd07724a6fa3c840f1b,3,0.376,0.5766,-0.0287,0.1,0.0,0.0,,
db68f533d44e238c86b8bdad3e39c315,74,0.4289,0.4735,0.3784,0.1,0.0,0.0,,
7c5f7fca0c60f531db259b52b86d0834,38,0.2262,0.5287,0.0854,0.1,0.0,0.0,,
008f8a0f48df3cf01a6a21df89432cea,102,0.2748,0.6728,-0.1143,0.1,0.0,0.0,,
162d0a51e7d1767211b472a45ffc500e,58,0.396,0.5194,0.3648,0.1,0.0,0.0,,
5d315bb79369d5111132f9e5156c63a1,17,0.3704,0.2621,0.2225,0.1,0.0,0.0,,
23127a42dc51cd5c6d4c620ae0de1d6c,65,0.4476,0.3508,0.3955,0.1,0.0,0.0,,
6c7b6d07db5fbfe65c1eda8f365155a5,36,0.2737,0.2809,-0.2715,0.1,0.0,0.0,,
38def6d4f8ae0c4bd547f628926f79ca,109,0.3255,0.6467,0.1414,0.1,0.0,0.0,,
1e47f3f6c24ecc8efd27223dce3adcf7,49,0.4682,0.5387,-0.2971,0.1,0.0,0.0,,
75a598fe04fa0f4e472051e09671bf79,49,0.2504,0.429,-0.225,0.1,0.0,0.0,,
f3cf4478c67d00d94556268e0c83dcd8,69,0.4636,0.0034,0.226,0.1,0.0,0.0,,
538f3d6043b38455c1814a4f3986c0b9,87,0.4552,0.3456,0.1452,0.1,0.0,0.0,,
243aae367195cfe58d09005ecb184fe4,110,0.1806,0.6494,0.2241,0.1,0.0,0.0,,
6ad29617271a8f7fd52d8529dd0a61de,7,0.0407,0.4345,-0.2932,0.1,0.0,0.0,,
a7ebeb026e8b2f4380d5b838e568d91d,32,0.4507,0.6007,-0.2279,0.1,0.0,0.0,,
bacbc73ab18f0ac5103c96fb6800a10d,45,0.1576,0.0958,0.1759,0.1,0.0,0.0,,
88f8cfcfc8e1d4d1a7ac0b66dd335ad8,71,0.3497,0.3166,0.0313,0.1,0.0,0.0,,
4625fd4a13be55fe2c40b2fb835ddecb,60,0.0023,0.6086,-0.3923,0.1,0.0,0.0,,
fb3adba78eeb69aa491d2adae3b43047,105,0.2408,0.1653,0.394,0.1,0.0,0.0,,
58087fc006feedd3e363040342a45e4d,100,0.4397,0.4685,-0.3,0.1,0.0,0.0,,
5320e1c4c5c9745f2a0fae4976e481ac,85,0.1682,0.3138,0.3528,0.1,0.0,0.0,,
6ca16f6f114737146603cdacb25a04be,32,0.4256,0.4904,-0.2685,0.1,0.0,0.0,,
a29e4035e883cb898a739d9d64fe20c3,43,0.4249,0.1344,0.3878,0.1,0.0,0.0,,
915832511e7b422bc1c00c9d3d225ccc,11,0.1369,0.2664,0.052,0.1,0.0,0.0,,
7e4fa4b01f3caf1a4191f2a73b2cbf9d,7,0.0505,0.3766,0.2748,0.1,0.0,0.0,,
920c5ea56464ce8b94141e612292335f,114,0.1975,0.6548,-0.068,0.1,0.0,0.0,,
688b3e39399839f87ea457bbc8d7486d,116,0.0819,0.3163,0.3642,0.1,0.0,0.0,,
43818eb0c6d7ba1069726312cbc55d7a,59,0.3221,0.5477,0.0786,0.1,0.0,0.0,,
a461a2fa41793580d91a245635b6bde7,59,0.2115,0.4798,-0.1526,0.1,0.0,0.0,,
259b675d57dc8502a3649d059feb930b,56,0.265,0.1576,-0.3782,0.1,0.0,0.0,,
29c855a2a48819ff3d403c40d8ec38f0,18,0.039,0.5958,0.2393,0.1,0.0,0.0,,
65a38cdf639da22f3042d901f1c42bbc,12,0.0588,0.3057,-0.3199,0.1,0.0,0.0,,
babfa3911c6f2512b5797a686d92e77a,53,0.4495,0.0236,0.2079,0.1,0.0,0.0,,
80dc5f799cb18138249aa1af3ca00137,89,0.17,0.6189,0.0863,0.1,0.0,0.0,,
e55863d6c88fb054415c223ed73866d6,110,0.1756,0.271,0.2469,0.1,0.0,0.0,,
b7204817fcc23376f3019307cf0f9fbd,20,0.1365,0.2601,0.3863,0.1,0.0,0.0,,
0e41a1976b79468711f7dad73a427487,66,0.4269,0.6882,0.0505,0.1,0.0,0.0,,
f404fce96d066ee978b90b8a8fc86867,75,0.4625,0.3836,-0.1175,0.1,0.0,0.0,,
38411e5adb1eccf7492e8f57ff0ca25a,73,0.4147,0.0903,-0.301,0.1,0.0,0.0,,
f29947b43375f8166e12fb0767a4e53c,65,0.463,0.0122,0.003,0.1,0.0,0.0,,
971be0c6d18a3b5a5d12fb5d5ecdc00f,22,0.4646,0.0607,-0.3152,0.1,0.0,0.0,,
b936d9979f03d17325eb51dcbc55b77d,74,0.0594,0.6806,0.3281,0.1,0.0,0.0,,
421a84e949dd9cbbb4fcab1a68961246,35,0.2197,0.0326,0.1196,0.1,0.0,0.0,,
167e405fe2c92f118255529aa98ddefe,11,0.2429,0.333,-0.2676,0.1,0.0,0.0,,
7bacf6dabeb8f219756c6ff687564c20,115,0.3163,0.6611,0.0438,0.1,0.0,0.0,,
be018572d7cb0387e39b9eba085fb7b3,72,0.4139,0.507,-0.0435,0.1,0.0,0.0,,
2ac99dd7d44e02d866361b3948d79cb1,64,0.0467,0.3542,-0.1766,0.1,0.0,0.0,,
50f1c8c7834b47983540c2f2e2147430,64,0.2259,0.0266,0.0384,0.1,0.0,0.0,,
42e3d339ef10c40962b3cac13b6776d7,97,0.3939,0.0748,-0.3955,0.1,0.0,0.0,,
7987a4a1109582a7ec0fbff00105bf80,4,0.2669,0.366,-0.302,0.1,0.0,0.0,,
